Date,Symbol,Open,High,Low,Last,Close,Turnover,Trades
09-04-2021,ADANIENT,1163.4,1228,1151.2,1202.3,1201.4,1.54661E+15,264400
12-04-2021,ADANIENT,1177.4,1177.4,1061.4,1068,1074.4,1.51215E+15,290601
13-04-2021,ADANIENT,1077,1116.3,1051.05,1102,1106.35,1.32516E+15,257690
15-04-2021,ADANIENT,1095,1144.9,1081.35,1124,1129.95,1.04562E+15,187596
16-04-2021,ADANIENT,1130,1192,1112,1156.4,1159,1.24007E+15,196992
19-04-2021,ADANIENT,1100,1153,1089,1134,1136.35,9.68142E+14,155220
20-04-2021,ADANIENT,1156.85,1177.7,1125.05,1137,1142.75,9.54152E+14,143251
22-04-2021,ADANIENT,1134,1169,1123,1156.15,1157.8,8.19725E+14,118109
23-04-2021,ADANIENT,1161,1182.9,1145.65,1150.55,1157.6,7.19884E+14,108883
26-04-2021,ADANIENT,1160,1197.9,1160,1170.8,1173.35,8.21292E+14,127378
27-04-2021,ADANIENT,1184.7,1213.5,1181,1191.8,1191.15,8.51362E+14,118607
28-04-2021,ADANIENT,1207.95,1213.95,1180.75,1185,1185.2,6.00596E+14,76062
29-04-2021,ADANIENT,1196.55,1212.65,1178,1185.75,1182.3,4.86539E+14,73596
30-04-2021,ADANIENT,1171,1200.95,1143,1146,1158.7,4.98753E+14,66953
03-05-2021,ADANIENT,1145.1,1264.4,1122.65,1255.6,1255.55,1.37195E+15,236879
04-05-2021,ADANIENT,1285,1298.95,1241.85,1267,1262.5,1.30991E+15,196235
05-05-2021,ADANIENT,1274.4,1288.25,1240.25,1263.5,1267.5,9.85632E+14,161556
06-05-2021,ADANIENT,1272.35,1311.85,1263,1290.45,1286.75,8.02233E+14,117092
07-05-2021,ADANIENT,1305,1322.4,1290.45,1294.9,1298.9,5.9817E+14,89547
10-05-2021,ADANIENT,1294.9,1314,1286.3,1305,1304.1,5.06058E+14,68609
11-05-2021,ADANIENT,1292,1326,1284,1300,1303.5,6.19709E+14,88249
12-05-2021,ADANIENT,1311,1328.5,1278.6,1286.35,1285.8,5.4079E+14,77294
14-05-2021,ADANIENT,1300,1302,1213.35,1225.2,1220.35,7.91176E+14,147308
17-05-2021,ADANIENT,1230,1299,1227.45,1291,1289.1,9.94613E+14,145729
18-05-2021,ADANIENT,1314.95,1344.95,1302,1344.45,1326.7,8.58166E+14,102239
19-05-2021,ADANIENT,1350,1351.55,1283.9,1291.6,1294.7,1.30198E+15,124978
20-05-2021,ADANIENT,1301.3,1320,1283.95,1303,1302,7.61163E+14,73646
21-05-2021,ADANIENT,1320,1336,1300.05,1312.95,1315.1,1.0938E+15,108506
24-05-2021,ADANIENT,1321.7,1328.65,1303,1305,1306.8,1.04279E+15,73375
25-05-2021,ADANIENT,1314.35,1322,1272.9,1287.95,1282.75,4.80188E+14,63487
26-05-2021,ADANIENT,1288.95,1326.85,1254.25,1321.95,1322.8,7.33362E+14,101921
27-05-2021,ADANIENT,1329.5,1342,1304.25,1312.5,1325.8,4.86942E+15,148251
28-05-2021,ADANIENT,1311.6,1330.45,1298,1302,1302.6,3.90817E+14,58720
31-05-2021,ADANIENT,1307.05,1321.5,1292,1316.45,1316.3,3.53961E+14,55331
01-06-2021,ADANIENT,1319.9,1430,1309.05,1422.95,1416.25,1.37825E+15,226280
02-06-2021,ADANIENT,1425.55,1557,1413,1551.3,1546.75,3.69793E+15,519240
03-06-2021,ADANIENT,1564,1623.8,1553,1592.4,1583.1,3.04589E+15,433658
04-06-2021,ADANIENT,1605,1713.55,1585.8,1706,1700.95,3.49948E+15,462330
07-06-2021,ADANIENT,1715,1717.2,1613,1625,1624.3,2.53992E+15,352456
08-06-2021,ADANIENT,1633,1668,1602.45,1633,1636.45,2.0267E+15,269336
09-06-2021,ADANIENT,1640,1649.45,1571.85,1590.45,1594.65,1.87049E+15,249405
10-06-2021,ADANIENT,1612,1630,1591,1609.8,1612,8.62838E+14,114278
11-06-2021,ADANIENT,1615.1,1620.1,1575.25,1601,1601.6,8.56526E+14,113482
14-06-2021,ADANIENT,1441.45,1529.95,1201.2,1510.35,1501.45,5.97517E+15,1125572
15-06-2021,ADANIENT,1550.95,1572.6,1477.2,1525.8,1538.85,3.40553E+15,579380
16-06-2021,ADANIENT,1510,1538.2,1409.3,1427,1448.3,1.88663E+15,290100
17-06-2021,ADANIENT,1380,1436,1303.5,1356,1367.7,3.83854E+15,621898
18-06-2021,ADANIENT,1350,1504,1332.55,1495,1487.5,4.34218E+15,775906
21-06-2021,ADANIENT,1490,1582,1444.85,1531,1540,3.23652E+15,543336
22-06-2021,ADANIENT,1554.05,1582,1531.8,1542.1,1541.6,1.88668E+15,269773
23-06-2021,ADANIENT,1560.1,1569.95,1481.3,1499.7,1504.75,1.91871E+15,265370
24-06-2021,ADANIENT,1509.95,1519,1488.05,1515.35,1508.5,1.09213E+15,160280
25-06-2021,ADANIENT,1525,1534,1501,1516,1519.45,7.5342E+14,94791
28-06-2021,ADANIENT,1524.9,1565,1518.2,1523.3,1525.75,9.51476E+14,140628
29-06-2021,ADANIENT,1526,1548.7,1513,1523.6,1523.55,8.4973E+14,97242
30-06-2021,ADANIENT,1539,1539,1502.7,1507,1507.55,4.95879E+14,62996
01-07-2021,ADANIENT,1509.55,1522.55,1482.9,1492,1490.25,5.63965E+14,75052
02-07-2021,ADANIENT,1490.25,1507.7,1411.55,1424,1422.05,9.69094E+14,134469
05-07-2021,ADANIENT,1427,1443.95,1350.6,1396,1394.35,1.70281E+15,260649
06-07-2021,ADANIENT,1400.9,1444.15,1378.75,1419,1414.8,1.34537E+15,192093
07-07-2021,ADANIENT,1420,1437.1,1385,1426.7,1425.65,7.826E+14,111349
08-07-2021,ADANIENT,1420,1445,1411.8,1423,1425.9,5.56354E+14,76551
09-07-2021,ADANIENT,1425.9,1456.6,1416.45,1430.35,1431.35,6.45765E+14,86132
12-07-2021,ADANIENT,1442,1447,1414.15,1421,1420.7,3.65605E+14,48390
13-07-2021,ADANIENT,1433,1433,1385.2,1415.7,1417.7,5.85555E+14,80296
14-07-2021,ADANIENT,1449,1449,1397.8,1398.8,1402.05,5.46798E+14,73736
15-07-2021,ADANIENT,1399,1429,1393.4,1406,1407.95,3.84022E+14,56937
16-07-2021,ADANIENT,1409,1415,1388.25,1395.1,1395.5,2.98708E+14,40532
19-07-2021,ADANIENT,1390,1412.65,1332.75,1377.95,1380.6,8.49891E+14,120662
20-07-2021,ADANIENT,1340,1382.9,1336.1,1358.2,1365.7,6.16926E+14,92452
22-07-2021,ADANIENT,1375,1424.9,1340.5,1420.3,1416.75,6.93128E+14,100191
23-07-2021,ADANIENT,1430,1434.85,1386.2,1399.95,1401.65,6.60884E+14,98094
26-07-2021,ADANIENT,1399.8,1416.8,1392,1405.55,1403.9,2.88766E+14,46181
27-07-2021,ADANIENT,1403.9,1424.6,1378.15,1404,1396.75,4.16924E+14,54101
28-07-2021,ADANIENT,1406.85,1424.8,1378.6,1396.05,1399.9,4.47319E+14,67514
29-07-2021,ADANIENT,1413.95,1425,1397,1400,1400.25,3.5858E+14,38796
30-07-2021,ADANIENT,1409.5,1449.5,1400.25,1426.05,1420.25,6.28956E+14,68464
02-08-2021,ADANIENT,1435,1445,1424.1,1443.15,1438.2,3.56241E+14,46243
03-08-2021,ADANIENT,1467,1467,1422.2,1443,1442.8,6.40552E+14,85757
04-08-2021,ADANIENT,1460,1460,1423.05,1427.4,1429.55,4.81061E+14,60087
05-08-2021,ADANIENT,1428,1438,1407.4,1432.95,1432.35,2.99981E+14,37536
06-08-2021,ADANIENT,1422,1555,1422,1539,1536.65,2.15785E+15,244951
09-08-2021,ADANIENT,1546.7,1565,1482.5,1485.25,1493.4,9.16526E+14,121345
10-08-2021,ADANIENT,1488,1498.65,1426.05,1440.1,1446.5,5.2435E+14,72296
11-08-2021,ADANIENT,1455,1456.6,1407,1435.25,1437.05,4.57258E+14,59718
12-08-2021,ADANIENT,1443.6,1458,1430.25,1441.95,1442.9,3.54716E+14,41283
13-08-2021,ADANIENT,1445,1454,1428,1429,1437,3.02691E+14,34004
16-08-2021,ADANIENT,1431.5,1449.7,1413.55,1430.5,1430.1,2.73193E+14,40688
17-08-2021,ADANIENT,1431,1451,1416.2,1437.55,1441.65,4.40521E+14,58332
18-08-2021,ADANIENT,1441.9,1496.8,1432.6,1456,1460,6.93429E+14,88757
20-08-2021,ADANIENT,1438,1482.65,1411,1415.1,1430.1,7.15776E+14,71606
23-08-2021,ADANIENT,1415.05,1427.75,1361.55,1394,1396.7,6.8244E+14,95718
24-08-2021,ADANIENT,1407,1448.4,1390,1434,1437.8,4.77281E+14,51926
25-08-2021,ADANIENT,1444.25,1481.8,1425,1478,1475.35,7.82767E+14,98170
26-08-2021,ADANIENT,1482,1494.65,1460.4,1472,1475.7,6.91453E+14,79309
27-08-2021,ADANIENT,1475,1515,1474.1,1504.2,1506.05,7.73382E+14,88381
30-08-2021,ADANIENT,1513.75,1527,1493.3,1514.15,1516.55,4.75777E+14,46572
31-08-2021,ADANIENT,1517.3,1596.85,1512.8,1585,1587.6,1.13437E+15,134165
01-09-2021,ADANIENT,1594.9,1600.85,1561.5,1565,1565.2,4.82375E+14,54717
02-09-2021,ADANIENT,1571,1594.3,1565.5,1569.35,1570.55,3.42614E+14,38120
03-09-2021,ADANIENT,1578.5,1581.4,1551.55,1567,1565.55,2.64118E+14,36037
06-09-2021,ADANIENT,1572,1628.45,1566.05,1581.35,1582,8.91566E+14,115296
07-09-2021,ADANIENT,1585.1,1592.35,1553,1557,1558.1,2.58923E+14,35022
08-09-2021,ADANIENT,1559.9,1579,1538.25,1555,1555.95,3.2494E+14,42939
09-09-2021,ADANIENT,1561.6,1565.5,1535.05,1545.25,1545,1.92552E+14,29357
13-09-2021,ADANIENT,1548,1557,1525.25,1529,1532.45,2.70133E+14,31219
14-09-2021,ADANIENT,1539.9,1547.25,1497.05,1514,1513.2,1.08217E+15,60792
15-09-2021,ADANIENT,1524,1545.6,1496.9,1518,1516.8,1.93885E+15,74170
16-09-2021,ADANIENT,1523,1535,1499.75,1501.7,1503.2,1.14617E+15,47394
17-09-2021,ADANIENT,1503.2,1525,1465.75,1480.15,1480.25,4.97103E+14,61528
20-09-2021,ADANIENT,1464.9,1488.5,1409.95,1419.5,1418.85,3.29591E+14,49184
21-09-2021,ADANIENT,1420,1446.95,1381.35,1439,1441.45,3.8252E+14,54416
22-09-2021,ADANIENT,1435,1462.65,1424.35,1426.5,1437.75,2.40427E+14,35961
23-09-2021,ADANIENT,1453,1480,1441.1,1475.6,1474.35,2.3793E+14,39558
24-09-2021,ADANIENT,1483,1516,1455,1460,1461.7,4.0938E+14,67730
27-09-2021,ADANIENT,1462,1544,1462,1543.55,1531.25,7.14104E+14,91588
28-09-2021,ADANIENT,1557,1557.9,1475,1481.85,1487.3,5.35481E+14,81357
29-09-2021,ADANIENT,1466.3,1498,1464.3,1481.1,1485.65,2.61425E+14,48250
30-09-2021,ADANIENT,1484.7,1519,1463.35,1464,1468.1,3.08638E+14,47931
01-10-2021,ADANIENT,1465,1468.75,1422.65,1455,1458.7,3.34908E+14,52821
04-10-2021,ADANIENT,1471,1531,1460.1,1523.05,1526.65,4.81869E+14,60941
05-10-2021,ADANIENT,1515,1557.85,1512.35,1526.55,1527.65,3.91678E+14,56806
06-10-2021,ADANIENT,1529.8,1541,1472,1477.5,1479.55,2.67157E+14,41715
07-10-2021,ADANIENT,1502.85,1535.75,1490,1518.1,1520.75,2.91727E+14,42020
08-10-2021,ADANIENT,1522,1569.45,1511.45,1546.85,1547.9,4.08002E+14,50847
11-10-2021,ADANIENT,1553,1563.7,1532.15,1539,1539.75,2.95726E+14,33254
12-10-2021,ADANIENT,1539,1566.9,1514.5,1552,1554.45,2.93159E+14,40498
13-10-2021,ADANIENT,1568.45,1608.3,1551.3,1569.5,1569.7,6.19797E+14,78302
14-10-2021,ADANIENT,1580,1656,1574.8,1642.6,1646.35,8.54134E+14,117810
18-10-2021,ADANIENT,1672.95,1672.95,1608.55,1613.9,1615.5,6.17941E+14,84729
19-10-2021,ADANIENT,1625.2,1637,1562.05,1571.15,1569.45,2.91612E+14,53397
20-10-2021,ADANIENT,1574,1607.35,1539.1,1585,1589.7,4.37482E+14,68151
21-10-2021,ADANIENT,1601.95,1626.85,1581.7,1589.5,1595.05,5.01436E+14,57040
22-10-2021,ADANIENT,1595.05,1608.8,1537,1542,1543,4.07882E+14,52698
25-10-2021,ADANIENT,1545,1551.4,1494.05,1523,1532.2,3.47738E+14,43393
26-10-2021,ADANIENT,1532,1557.25,1520.9,1542,1543.85,2.57103E+14,31739
27-10-2021,ADANIENT,1548,1581.15,1540,1564,1566.55,3.32092E+14,32684
28-10-2021,ADANIENT,1550,1566.9,1367.7,1397.85,1398.55,1.02808E+15,162981
29-10-2021,ADANIENT,1400,1454.8,1377.75,1424,1423.6,4.49911E+14,90428
01-11-2021,ADANIENT,1436,1457,1411.2,1457,1445.3,2.21817E+14,40840
02-11-2021,ADANIENT,1455,1489,1452.8,1471.95,1472.8,2.45899E+14,34589
03-11-2021,ADANIENT,1474,1501,1464.45,1485.9,1485.9,2.5357E+14,34186
04-11-2021,ADANIENT,1495,1511.5,1483,1487,1489.45,4.06798E+13,7764
08-11-2021,ADANIENT,1495,1575.15,1485.65,1575,1568.25,3.95479E+14,55182
09-11-2021,ADANIENT,1555,1659,1554.95,1633,1635.45,7.63467E+14,110369
10-11-2021,ADANIENT,1625.55,1686,1620.4,1650.45,1655.85,6.18094E+14,91725
11-11-2021,ADANIENT,1650,1704,1640.85,1660,1664.9,7.48895E+14,100449
12-11-2021,ADANIENT,1678.3,1719.5,1670.1,1702,1705.2,9.08967E+14,106783
15-11-2021,ADANIENT,1713.75,1764,1691.8,1747.05,1749.55,6.8975E+14,89416
16-11-2021,ADANIENT,1759.45,1766.55,1706.9,1714,1711.6,3.77195E+14,59812
17-11-2021,ADANIENT,1714,1729.7,1682.5,1697.7,1706.45,2.52401E+14,45842
18-11-2021,ADANIENT,1708,1714,1640,1685.2,1688.75,3.82478E+14,44326
22-11-2021,ADANIENT,1691.4,1701.4,1610.05,1674,1675.75,4.26892E+14,58449
23-11-2021,ADANIENT,1660.15,1720.35,1650,1709,1707.95,4.205E+14,62066
24-11-2021,ADANIENT,1721.6,1788.9,1712.45,1747.95,1755.15,8.03679E+14,130117
25-11-2021,ADANIENT,1762.95,1773.7,1735.55,1768.95,1763.05,4.114E+14,74141
26-11-2021,ADANIENT,1740,1768.55,1660.85,1670,1669.55,6.01141E+14,84147
29-11-2021,ADANIENT,1655,1697,1609.85,1666.05,1665.05,3.52706E+14,60310
